system:index,0_constant,1_B0_median,1_B1_median,1_B2_median,1_B3_median,1_B4_median,2_B0_median,2_B1_median,2_B2_median,2_B3_median,2_B4_median,cat,com_set1,com_set2,fid,finHarvDat,id,lab_set1,lab_set2,lat,lon,rd_id,set,strata,val_set1,x,y,.geo
00000000000000000164_0,2,668.0,926.0,1278.0,2828.0,65535.0,802.0,1035.0,1522.0,2381.0,65535.0,439,Harvested 05/07/2022,,439.0,05/07/22,438,Fangjie,No double yet,46.1637746042366,29.8002391826017,207,free_ukraine,21,1.0,-15372.0,129852.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.800306993503153,46.16365888291071]}"
00000000000000000165_0,3,416.0,708.0,933.0,2374.0,65535.0,533.0,800.0,1124.0,2232.0,65535.0,572,Harvested 07/08/2022,,572.0,07/08/22,571,Fangjie,No double yet,50.4033373444737,35.4797165727422,209,free_ukraine,21,1.0,389556.0,615336.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[35.479815545820415,50.40325786631279]}"
00000000000000000167_0,3,227.0,471.0,326.0,4025.0,65535.0,504.0,810.0,1052.0,2547.0,65535.0,121,Harvested 05/08/2022,,121.0,05/08/22,120,Fangjie,No double yet,50.4247981390982,24.6249021725253,211,free_ukraine,20,1.0,-381972.0,617220.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.625022810162175,50.424727601603244]}"
0000000000000000016a_0,0,460.0,648.0,1006.0,1950.0,65535.0,499.0,691.0,1031.0,1906.0,65535.0,466,Harvested 24/07/2022,,466.0,24/07/22,465,Fangjie,No double yet,49.0685769464305,35.9059983883562,215,free_ukraine,21,1.0,430584.0,469332.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[35.906066148135125,49.068541017168]}"
0000000000000000016d_0,0,536.0,761.0,1020.0,2009.0,65535.0,703.0,910.0,1268.0,1756.0,65535.0,520,Harvested 25/06-15/07/2022,,520.0,05/07/22,519,Fangjie,No double yet,45.9287383676223,29.7929974479711,221,free_ukraine,21,1.0,-15996.0,103632.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.793120471230196,45.92865960458504]}"
0000000000000000016f_0,0,370.0,695.0,666.0,2924.0,65535.0,592.0,810.0,1115.0,2091.0,65535.0,432,Harvested 01/08/2022,,432.0,01/08/22,431,Fangjie,No double yet,50.0333111248985,28.9352970663772,223,free_ukraine,21,1.0,-76284.0,561564.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.935409037952876,50.033241800783955]}"
00000000000000000170_0,0,409.0,697.0,895.0,2307.0,65535.0,545.0,769.0,980.0,2346.0,65535.0,560,Harvested 29/07/2022,,560.0,29/07/22,559,Fangjie,No double yet,48.59584084354331,31.2144259489206,226,free_ukraine,21,1.0,89400.0,401700.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[31.214524745292515,48.5957576831359]}"
00000000000000000174_0,2,651.0,913.0,1501.0,2797.0,65535.0,1242.0,1735.0,2335.0,3486.0,65535.0,561,Harvested 13/07/2022,,561.0,13/07/22,560,Fangjie,No double yet,48.0869556864814,35.0163239574623,236,free_ukraine,21,1.0,372552.0,355812.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[35.016374690743156,48.08686207468219]}"
00000000000000000175_0,0,426.0,618.0,842.0,1782.0,65535.0,480.0,652.0,904.0,1887.0,65535.0,537,Harvested 01/08/2022,,537.0,01/08/22,536,Fangjie,No double yet,49.9240723127156,37.2012560227131,237,free_ukraine,21,1.0,516372.0,571788.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.20134695630706,49.92400666223502]}"
00000000000000000177_0,1,747.0,1039.0,1436.0,2530.0,65535.0,784.0,1081.0,1448.0,2535.0,65535.0,493,Harvested 02/07/2022,,493.0,02/07/22,492,Fangjie,No double yet,46.320486900425,29.4106063007391,241,free_ukraine,21,1.0,-45228.0,147480.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.410707654780516,46.320414899989565]}"
0000000000000000017d_0,2,589.0,854.0,1273.0,2717.0,65535.0,685.0,948.0,1376.0,2723.0,65535.0,477,Harvested 02/07-24/07/2022,,477.0,13/07/22,476,Fangjie,No double yet,48.2708570644651,37.6495782375158,252,free_ukraine,21,1.0,565716.0,391440.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.64969611461112,48.27074721334146]}"
0000000000000000017f_0,3,455.0,625.0,951.0,2036.0,65535.0,1070.0,1510.0,2081.0,3430.0,65535.0,598,Harvested 20/07/2022,,598.0,20/07/22,597,Fangjie,No double yet,48.6938868550188,36.1525554013881,256,free_ukraine,21,1.0,451680.0,429048.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[36.152653693625936,48.69376388063334]}"
00000000000000000186_0,2,713.0,1034.0,1594.0,2774.0,65535.0,581.0,761.0,1063.0,1991.0,65535.0,405,Harvested 12/07/2022,,405.0,12/07/22,404,Fangjie,No double yet,47.9542041131318,36.8866791184264,265,free_ukraine,21,1.0,512424.0,351228.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[36.88675694380841,47.95409107568933]}"
00000000000000000188_0,3,267.0,468.0,501.0,2066.0,65535.0,1036.0,1204.0,1383.0,3325.0,65535.0,407,Harvested 31/07/2022,,407.0,31/07/22,406,Fangjie,No double yet,49.9748278286381,33.3838200178831,270,free_ukraine,21,1.0,242652.0,559608.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.383866324912745,49.97476147578778]}"
0000000000000000018a_0,2,676.0,883.0,1399.0,2625.0,65535.0,807.0,1129.0,1670.0,2902.0,65535.0,455,Harvested 21/07/2022,,455.0,21/07/22,454,Fangjie,No double yet,47.4171987287922,31.7010766042319,273,free_ukraine,21,1.0,127968.0,270984.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[31.70114213470006,47.417078198842674]}"
0000000000000000018b_0,2,575.0,847.0,1427.0,2622.0,65535.0,634.0,767.0,1075.0,1783.0,65535.0,425,Harvested 24/07/2022,,425.0,24/07/22,424,Fangjie,No double yet,48.311252796514,36.2671185614546,274,free_ukraine,21,1.0,463356.0,387180.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[36.26718889235117,48.311171401126835]}"
00000000000000000190_0,3,558.0,828.0,1311.0,2297.0,65535.0,616.0,871.0,1253.0,2103.0,65535.0,576,Harvested 310722-090922,,576.0,18/08/22,575,Blake,No double yet,48.1155734528119,36.8490261177692,281,free_ukraine,21,1.0,508116.0,368916.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[36.8491175334038,48.11551833224561]}"
0000000000000000019b_0,1,1003.0,1366.0,1916.0,3076.0,65535.0,808.0,1121.0,1405.0,2826.0,65535.0,558,Harvested 040722,,558.0,04/07/22,557,Blake,No double yet,47.8454303042022,31.7598012568435,308,free_ukraine,21,1.0,131352.0,318816.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[31.759891954281475,47.84539492631087]}"
0000000000000000019c_0,3,407.0,675.0,884.0,2655.0,65535.0,657.0,983.0,1466.0,2796.0,65535.0,480,Harvested 310722-020822,,480.0,01/08/22,479,Blake,No double yet,50.1026006704939,35.5098732262103,309,free_ukraine,21,1.0,393960.0,582120.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[35.50990910783842,50.10250190918957]}"
0000000000000000019e_0,3,477.0,729.0,1023.0,2308.0,65535.0,963.0,1259.0,1521.0,2926.0,65535.0,544,Harvested 150722-160722,,544.0,15/07/22,543,Blake,No double yet,48.0570998382359,30.0200118480807,312,free_ukraine,21,1.0,1488.0,340992.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.020124743527198,48.057038007249425]}"
000000000000000001a5_0,1,1024.0,1377.0,1949.0,3081.0,65535.0,887.0,1137.0,1463.0,2624.0,65535.0,591,Harvested 280622-290622,,591.0,28/06/22,590,Blake,No double yet,48.2445989852956,33.5983072053323,323,free_ukraine,21,1.0,266544.0,367788.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.59838401476049,48.24451640704517]}"
000000000000000001a9_0,1,650.0,827.0,1113.0,1870.0,65535.0,638.0,776.0,1008.0,1676.0,65535.0,464,Harvested 290622-010722,,464.0,30/06/22,463,Blake,No double yet,47.52790951703209,33.1130642702477,330,free_ukraine,21,1.0,233676.0,286464.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.11311409827913,47.52784047337461]}"
000000000000000001aa_0,2,508.0,771.0,935.0,2667.0,65535.0,896.0,1259.0,1692.0,2982.0,65535.0,463,Harvested 180722,,463.0,18/07/22,462,Blake,No double yet,48.6025646860337,26.016696663476,331,free_ukraine,21,1.0,-293088.0,408960.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.01678267984855,48.602495047766794]}"
000000000000000001ab_0,3,277.0,555.0,471.0,3343.0,65535.0,478.0,688.0,956.0,1792.0,65535.0,401,Harvested 290722,,401.0,29/07/22,400,Blake,No double yet,51.9254998133322,33.8523084776332,333,free_ukraine,21,1.0,265968.0,777468.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.85242757710949,51.92545311525332]}"
000000000000000001ac_0,0,425.0,698.0,871.0,2481.0,65535.0,380.0,471.0,589.0,2850.0,65535.0,148,Harvested 280722,,148.0,28/07/22,147,Blake,No double yet,51.2577363975986,31.1987134940273,334,free_ukraine,20,1.0,83880.0,697728.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[31.19880422782042,51.25764553303887]}"
000000000000000001af_0,0,455.0,684.0,1017.0,2166.0,65535.0,484.0,670.0,965.0,1807.0,65535.0,550,Harvested 180722-230722,,550.0,20/07/22,549,Blake,No double yet,50.3821514633027,37.4720114164192,338,free_ukraine,21,1.0,531060.0,624264.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.47209918294069,50.382057625607565]}"
000000000000000001b3_0,1,1050.0,1579.0,2224.0,3556.0,65535.0,945.0,1265.0,1716.0,2281.0,65535.0,430,Harvested 160622-170622,,430.0,16/06/22,429,Blake,No double yet,45.5585500967734,29.2679466527771,344,free_ukraine,21,1.0,-56940.0,62568.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.268055187662334,45.55846387599939]}"
000000000000000001b4_0,3,325.0,532.0,455.0,3299.0,65535.0,637.0,908.0,1367.0,2583.0,65535.0,471,Harvested 130822-150822,,471.0,14/08/22,470,Blake,No double yet,48.5484782274274,32.7109909246255,345,free_ukraine,21,1.0,199716.0,399084.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[32.711028177107224,48.548416467662804]}"
000000000000000001b5_0,2,1000.0,1520.0,2297.0,3785.0,65535.0,1080.0,1550.0,2293.0,3363.0,65535.0,526,Harvested 060722-080722,,526.0,07/07/22,525,Blake,No double yet,47.6923372329737,32.758787403861,346,free_ukraine,21,1.0,206472.0,303828.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[32.75890838175079,47.692232170368484]}"
000000000000000001b6_0,2,776.0,1251.0,1810.0,3411.0,65535.0,415.0,462.0,601.0,1349.0,65535.0,447,Harvested 050722,,447.0,05/07/22,446,Blake,No double yet,48.4706765980873,27.9565601306519,348,free_ukraine,21,1.0,-150768.0,388980.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[27.956604704376247,48.47062236405805]}"
000000000000000001b9_0,3,532.0,880.0,1039.0,2755.0,65535.0,778.0,1128.0,1522.0,2870.0,65535.0,423,Harvested 010722,,423.0,01/07/22,422,Blake,No double yet,48.8156560014422,25.186825787026,351,free_ukraine,21,1.0,-352680.0,435960.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.186919020378937,48.81557543315995]}"
000000000000000001bc_0,0,489.0,760.0,1151.0,2249.0,65535.0,522.0,755.0,1098.0,2003.0,65535.0,436,Harvested 140822-170822,,436.0,15/08/22,435,Blake,No double yet,48.5876738820697,37.5163827148399,357,free_ukraine,21,1.0,552636.0,425676.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.51647595797619,48.58758301405041]}"
000000000000000001c0_0,3,432.0,640.0,942.0,2201.0,65535.0,849.0,1268.0,1942.0,3456.0,65535.0,518,Harvested 070722,,518.0,07/07/22,517,Blake,No double yet,46.7311046480654,31.7930410446979,366,free_ukraine,21,1.0,136572.0,194628.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[31.7931296197939,46.7310348163606]}"
000000000000000001c4_0,0,561.0,771.0,1272.0,2245.0,65535.0,600.0,741.0,1099.0,1848.0,65535.0,427,Harvested 2707-300722,,427.0,28/07/22,426,Yuval,No double yet,47.9811387642911,35.4742323186119,373,free_ukraine,21,1.0,407304.0,346236.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[35.474335822587285,47.98104053421291]}"
000000000000000001c7_0,3,534.0,869.0,1133.0,2863.0,65535.0,679.0,950.0,1303.0,2724.0,65535.0,420,Harvested 2107-260722,,420.0,23/07/22,419,Yuval,No double yet,48.7056719842517,28.7597269487625,378,free_ukraine,21,1.0,-91116.0,413964.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.75978839990751,48.70562164238372]}"
000000000000000001cc_0,0,537.0,767.0,1302.0,2399.0,65535.0,508.0,747.0,1172.0,2100.0,65535.0,506,Harvested 2707-290722,,506.0,28/07/22,505,Yuval,No double yet,47.9155250640823,32.4067901020541,388,free_ukraine,21,1.0,179400.0,327864.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[32.406858621904355,47.91546351847219]}"
000000000000000001ce_0,3,400.0,733.0,945.0,2443.0,65535.0,542.0,779.0,1129.0,2102.0,65535.0,540,Harvested 220722,,540.0,22/07/22,539,Yuval,No double yet,50.19314249366,26.9054993812093,393,free_ukraine,21,1.0,-220992.0,583044.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.905575821956408,50.19305208982882]}"
000000000000000001d0_0,3,516.0,770.0,1071.0,2445.0,65535.0,796.0,1181.0,1517.0,3462.0,65535.0,456,Harvested 160722,,456.0,16/07/22,455,Yuval,No double yet,47.0905418943688,30.2497326692253,396,free_ukraine,21,1.0,18900.0,233244.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.24982396167656,47.090450761536815]}"
000000000000000001d1_0,0,545.0,809.0,1233.0,2786.0,65535.0,562.0,768.0,1151.0,2145.0,65535.0,524,Harvested 1907-220722,,524.0,20/07/22,523,Yuval,No double yet,48.4903316516528,37.8171539931408,397,free_ukraine,21,1.0,575724.0,416964.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.81723191509941,48.49029546878027]}"
000000000000000001d6_0,3,373.0,633.0,613.0,2790.0,65535.0,495.0,730.0,1025.0,2082.0,65535.0,589,Harvested 0708-180822,,589.0,13/08/22,588,Yuval,No double yet,50.6139942777122,34.0523421376654,407,free_ukraine,21,1.0,287016.0,632772.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[34.052392559354494,50.61391280043882]}"
000000000000000001d9_0,0,391.0,696.0,920.0,2587.0,65535.0,532.0,832.0,1173.0,2788.0,65535.0,532,Harvested 300722,,532.0,30/07/22,531,Yuval,No double yet,49.8845334513254,37.6573459381011,415,free_ukraine,21,1.0,549396.0,570396.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.65742162605455,49.884480789733765]}"
000000000000000001db_0,0,302.0,505.0,339.0,4277.0,65535.0,462.0,661.0,944.0,2361.0,65535.0,567,Harvested 2807-060822,,567.0,02/08/22,566,Yuval,No double yet,49.9824791563392,26.9276453515841,418,free_ukraine,21,1.0,-220296.0,559572.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.92776420947416,49.98239715570279]}"
000000000000000001dc_0,3,498.0,779.0,1169.0,2402.0,65535.0,1271.0,1809.0,2405.0,3539.0,65535.0,541,Harvested 0707-140722,,541.0,11/07/22,540,Yuval,No double yet,48.2390942914709,30.3458814296069,420,free_ukraine,21,1.0,25632.0,361332.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.34594369707735,48.23903668381204]}"
000000000000000001de_0,0,418.0,731.0,794.0,3409.0,65535.0,313.0,462.0,640.0,1437.0,65535.0,373,Harvested 190822,,373.0,19/08/22,372,Yuval,No double yet,50.0078019587232,30.0359907519548,428,free_ukraine,20,1.0,2580.0,558228.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.036114755584528,50.007729646714964]}"
000000000000000001df_0,0,453.0,604.0,950.0,2131.0,65535.0,378.0,597.0,763.0,1910.0,65535.0,519,Harvested 230722,,519.0,23/07/22,518,Yuval,No double yet,47.9220771835849,32.2209058793284,429,free_ukraine,21,1.0,165528.0,328200.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[32.22099718962003,47.92202122004626]}"
000000000000000001e2_0,1,740.0,1028.0,1485.0,2692.0,65535.0,887.0,1160.0,1691.0,2346.0,65535.0,535,Harvested 1906-210622,,535.0,20/06/22,534,Yuval,No double yet,46.2001921644241,29.9889209864616,432,free_ukraine,21,1.0,-852.0,133896.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.989043034696664,46.20013048344596]}"
000000000000000001e3_0,3,280.0,468.0,344.0,3510.0,65535.0,404.0,624.0,864.0,1858.0,65535.0,251,Harvested 0708-120822,,251.0,10/08/22,250,Yuval,No double yet,50.883746129355,33.4296821348344,433,free_ukraine,20,1.0,241680.0,660684.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.42977023593126,50.88367688025991]}"
000000000000000001e4_0,1,559.0,840.0,1075.0,2132.0,65535.0,760.0,1104.0,1305.0,3274.0,65535.0,530,Harvested 0307-050722,,530.0,04/07/22,529,Yuval,No double yet,46.6919425106036,30.7419454588277,434,free_ukraine,21,1.0,56556.0,189012.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.742010905845646,46.691868269972986]}"
000000000000000001e6_0,0,302.0,574.0,431.0,3449.0,65535.0,275.0,511.0,482.0,2607.0,65535.0,102,Harvested 010822,,102.0,01/08/22,101,Yuval,No double yet,51.9012518826188,33.8031769591796,436,free_ukraine,20,1.0,262704.0,774624.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.803289731068155,51.90119860258209]}"
000000000000000001e9_0,3,332.0,608.0,567.0,3817.0,65535.0,614.0,832.0,1154.0,2017.0,65535.0,497,Harvested 2407-290722,,497.0,26/07/22,496,Yuval,No double yet,51.5641219252748,33.8633485650361,441,free_ukraine,21,1.0,268632.0,737484.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.86338702357575,51.56406087645203]}"
000000000000000001ea_0,0,371.0,705.0,592.0,3471.0,65535.0,621.0,925.0,1193.0,2522.0,65535.0,385,Harvested 3007-020822,,385.0,01/08/22,384,Yuval,No double yet,49.4643245204991,23.6561276608059,443,free_ukraine,20,1.0,-459012.0,515664.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[23.656189776239273,49.46424889982265]}"
000000000000000001eb_0,0,470.0,703.0,1001.0,2221.0,65535.0,471.0,711.0,770.0,2026.0,65535.0,441,Harvested 2907-310722,,441.0,30/07/22,440,Yuval,No double yet,48.5850592001568,34.2982534898373,444,free_ukraine,21,1.0,316344.0,408192.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[34.29835128414642,48.58497789972647]}"
000000000000000001ec_0,3,562.0,848.0,1206.0,2190.0,65535.0,704.0,974.0,1475.0,2355.0,65535.0,521,Harvested 140722,,521.0,14/07/22,520,Yuval,No double yet,46.7352342666759,30.7688351169582,447,free_ukraine,21,1.0,58560.0,193860.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.76896036436923,46.73516706666755]}"
000000000000000001f0_0,0,515.0,950.0,1017.0,3229.0,65535.0,577.0,858.0,1178.0,2361.0,65535.0,72,Harvested 3007-030822,,72.0,01/08/22,71,Yuval,No double yet,48.8960240969557,26.6698620104516,451,free_ukraine,20,1.0,-243720.0,439464.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.669947722931855,48.89597465108864]}"
000000000000000001f5_0,1,1182.0,1764.0,2581.0,4540.0,65535.0,960.0,1318.0,1841.0,3157.0,65535.0,468,Harvested 290622,,468.0,29/06/22,467,Yuval,No double yet,49.1125781103636,24.6718231994736,459,free_ukraine,21,1.0,-388200.0,471312.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.671914867993216,49.11246863456145]}"
000000000000000001f7_0,3,500.0,707.0,996.0,1947.0,65535.0,1255.0,1779.0,2430.0,3794.0,65535.0,440,Harvested 0907-120722,,440.0,10/07/22,439,Yuval,No double yet,46.97192788082089,32.2512850815615,463,free_ukraine,21,1.0,170724.0,222348.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[32.251360246223264,46.97187314403304]}"
000000000000000001fb_0,3,439.0,705.0,562.0,4083.0,65535.0,541.0,773.0,1063.0,2351.0,65535.0,428,Harvested 2007-220722,,428.0,21/07/22,427,Saeed,No double yet,49.45097475200829,23.9022656268548,468,free_ukraine,21,1.0,-441348.0,512820.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[23.902328164088022,49.450864002089276]}"
00000000000000000206_0,0,513.0,792.0,1269.0,2545.0,65535.0,543.0,780.0,1060.0,2150.0,65535.0,509,Harvested 270722,,509.0,27/07/22,508,Saeed,No double yet,48.48313042466211,33.5162418156204,488,free_ukraine,21,1.0,259320.0,394080.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.51627799779197,48.4830191149789]}"
00000000000000000208_0,1,970.0,1461.0,1986.0,3393.0,65535.0,838.0,1144.0,1570.0,2323.0,65535.0,475,Harvested 040722,,475.0,04/07/22,474,Saeed,No double yet,45.6847335678808,29.1574558008453,490,free_ukraine,21,1.0,-65388.0,76728.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.157562407715634,45.68467717341818]}"
0000000000000000020b_0,3,557.0,740.0,1265.0,2561.0,65535.0,604.0,832.0,1230.0,2066.0,65535.0,444,Harvested 020822,,444.0,02/08/22,443,Saeed,No double yet,48.1327581091702,34.3699689538436,495,free_ukraine,21,1.0,324324.0,358140.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[34.37003684381916,48.13267615417229]}"
0000000000000000020c_0,0,675.0,989.0,1319.0,2686.0,65535.0,791.0,1072.0,1520.0,2628.0,65535.0,267,Harvested 290722,,267.0,29/07/22,266,Saeed,No double yet,48.7397147973177,26.4391028674546,499,free_ukraine,20,1.0,-261360.0,422784.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.43917052644155,48.73966779165185]}"
0000000000000000020d_0,2,487.0,792.0,1133.0,2762.0,65535.0,688.0,1026.0,1379.0,2945.0,65535.0,514,Harvested 1007-210722,,514.0,16/07/22,513,Saeed,No double yet,49.5639360035315,29.795662599263,500,free_ukraine,21,1.0,-14772.0,508860.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.79572558555414,49.56387206483151]}"
0000000000000000020e_0,2,867.0,1200.0,1782.0,3068.0,65535.0,963.0,1399.0,1985.0,2789.0,65535.0,578,Harvested 030722 - Burned 2707-280722,,578.0,03/07/22,577,Saeed,No double yet,47.1552671501509,32.4887373423343,502,free_ukraine,21,1.0,188100.0,243312.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[32.48878497581605,47.15521929352184]}"
0000000000000000020f_0,3,491.0,741.0,934.0,2069.0,65535.0,934.0,1238.0,1646.0,2838.0,65535.0,419,Harvested 160722,,419.0,16/07/22,418,Saeed,No double yet,47.6747815173849,29.3551214155615,503,free_ukraine,21,1.0,-48288.0,298560.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.35519177022193,47.67471502232816]}"
00000000000000000210_0,2,883.0,1287.0,1924.0,3002.0,65535.0,1007.0,1469.0,2038.0,3218.0,65535.0,446,Harvested 070722,,446.0,07/07/22,445,Saeed,No double yet,46.8347233104507,31.4443650646612,505,free_ukraine,21,1.0,109812.0,205656.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[31.4444036264987,46.83461056861958]}"
00000000000000000216_0,3,548.0,781.0,1144.0,2256.0,65535.0,1150.0,1531.0,2024.0,3252.0,65535.0,404,Harvested 130722,,404.0,13/07/22,403,Saeed,No double yet,47.9700338574704,34.8652390027715,514,free_ukraine,21,1.0,362124.0,342120.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[34.86527805995425,47.96999125621824]}"
00000000000000000217_0,2,781.0,1203.0,1650.0,3102.0,65535.0,884.0,1269.0,1837.0,2823.0,65535.0,485,Harvested 0625-052922,,485.0,25/06/22,484,Saeed,No double yet,45.7448230319644,29.1821009168973,516,free_ukraine,21,1.0,-63408.0,83412.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.18217624650051,45.74477446592577]}"
00000000000000000218_0,3,544.0,917.0,1154.0,3005.0,65535.0,976.0,1345.0,1803.0,2981.0,65535.0,555,Harvested 0507-100722,,555.0,08/07/22,554,Saeed,No double yet,47.7117884685215,31.4986963487658,517,free_ukraine,21,1.0,112140.0,303528.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[31.49875170118793,47.71172561203388]}"
0000000000000000021c_0,2,620.0,916.0,1364.0,2537.0,65535.0,919.0,1324.0,1826.0,3105.0,65535.0,556,Harvested 150722,,556.0,15/07/22,555,Saeed,No double yet,48.0548998326997,36.7768943292114,525,free_ukraine,21,1.0,503340.0,361728.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[36.776982816089,48.05479221903912]}"
0000000000000000021d_0,3,392.0,568.0,853.0,2146.0,65535.0,911.0,1360.0,1959.0,3450.0,65535.0,579,Harvested 160722,,579.0,16/07/22,578,Saeed,No double yet,47.3428978687758,30.0215039459516,527,free_ukraine,21,1.0,1620.0,261360.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.02156204798179,47.34278752484599]}"
00000000000000000222_0,2,637.0,954.0,1387.0,2741.0,65535.0,1490.0,2216.0,3137.0,4420.0,65535.0,484,Harvested 0707-140722,,484.0,11/07/22,483,Saeed,No double yet,47.0939581887528,29.8690211304693,539,free_ukraine,21,1.0,-9912.0,233604.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.86911794426671,47.093864359616475]}"
00000000000000000223_0,3,387.0,673.0,870.0,2615.0,65535.0,505.0,698.0,952.0,1768.0,65535.0,234,Harvested 1407_200722,,234.0,17/07/22,233,Saeed,No double yet,48.5691453027535,26.6773976734487,540,free_ukraine,20,1.0,-244656.0,403056.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.67749357131846,48.56907771919755]}"
00000000000000000226_0,0,228.0,490.0,302.0,4244.0,65535.0,329.0,586.0,755.0,2375.0,65535.0,81,Harvested 0508-240822,,81.0,15/08/22,80,Saeed,No double yet,49.7237239112601,24.7567287189131,543,free_ukraine,20,1.0,-377640.0,538800.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.75680566234251,49.72368235387637]}"
00000000000000000227_0,1,730.0,1069.0,1482.0,2429.0,65535.0,503.0,728.0,960.0,1995.0,65535.0,538,Harvested 230722,,538.0,23/07/22,537,Saeed,No double yet,48.7403301216663,34.0148231578322,545,free_ukraine,21,1.0,294648.0,424404.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[34.01493281200671,48.74020678082232]}"
00000000000000000228_0,3,505.0,710.0,1084.0,2243.0,65535.0,640.0,887.0,1243.0,2339.0,65535.0,414,Harvested 230722,,414.0,23/07/22,413,Saeed,No double yet,48.4605335265197,32.2182296844789,546,free_ukraine,21,1.0,163692.0,388188.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[32.21830224376767,48.4604714013475]}"
